"IDADE";"SALARIO_ANUAL";"PROPRIEDADE";"ANOS_TRABALHANDO";"MOTIVO_EMPRESTIMO";"PONTUACAO_EMPRESTIMO";"VALOR_EMPRESTIMO";"TAXA_JUROS";"POSSIBILIDADE_INADIMPLENCIA";"RENDA_PERCENTUAL_EMPRESTIMO";"INADIMPLENTE";"SOLICITACAO_CREDITO_CARTAO_DEBITO"
40;55182;"Alugado";0.0;"Empreendimento";"A";6000;6.99;0;12.5;"N";13
21;84000;"Hipoteca";5.0;"Pagamento de débito";"B";10000;12.53;0;20.8;"N";4
27;84000;"Hipoteca";11.0;"Pessoal";"D";14000;15.7;0;29.2;"Y";7
27;40000;"Alugado";10.0;"Pagamento de débito";"B";10000;11.36;0;20.8;"N";5
29;30000;"Alugado";3.0;"Médico";"B";4400;11.49;0;9.2;"N";6
24;65000;"Alugado";2.0;"Pagamento de débito";"B";6400;10.65;0;13.3;"N";2
24;78000;"Hipoteca";8.0;"Empreendimento";"C";24000;15.96;1;50.0;"N";4
23;120000;"Hipoteca";8.0;"Empreendimento";"A";14000;8.94;0;29.2;"N";3
34;115000;"Hipoteca";11.0;"Médico";"A";6000;5.79;0;12.5;"N";9
22;57996;"Hipoteca";2.0;"Empreendimento";"B";2500;12.53;0;5.2;"N";3
27;65000;"Hipoteca";8.0;"Médico";"B";3000;12.42;0;6.2;"N";10
23;70000;"Alugado";4.0;"Educativo";"B";6000;11.49;0;12.5;"N";4
0;18000;"Própria";0.0;"Empreendimento";"A";35000;13.8;0;72.9;"";3
25;99996;"Hipoteca";3.0;"";"A";12000;0.0;0;25.0;"N";4
27;72900;"Hipoteca";3.0;"Pessoal";"D";10000;15.7;0;20.8;"Y";9
42;98603;"Hipoteca";19.0;"Médico";"C";24250;14.22;1;50.5;"N";14
23;52000;"Alugado";1.0;"Pessoal";"A";5000;7.49;0;10.4;"N";3
28;45996;"Outro";12.0;"Empreendimento";"B";5500;10.2;0;11.5;"N";10
23;130000;"Alugado";3.0;"Médico";"B";8000;11.99;0;16.7;"N";3
35;95142;"Hipoteca";18.0;"Pessoal";"D";12000;14.84;0;25.0;"Y";9
23;50000;"Hipoteca";7.0;"Médico";"D";7500;15.62;1;15.6;"N";3
22;90000;"Alugado";6.0;"Empreendimento";"B";12000;0.0;0;25.0;"N";4
26;34099;"Alugado";2.0;"Médico";"C";7200;12.73;0;15.0;"N";3
24;75000;"Própria";8.0;"Médico";"B";16500;12.18;0;34.4;"N";2
43;36000;"Hipoteca";5.0;"Empreendimento";"B";5000;9.91;0;10.4;"N";17
39;23000;"Alugado";0.0;"Médico";"A";7200;0.0;1;15.0;"N";17
25;78000;"Hipoteca";4.0;"Pagamento de débito";"B";3000;11.48;1;6.2;"N";3
46;55000;"Hipoteca";3.0;"Empreendimento";"B";15000;10.37;0;31.2;"N";11
22;49500;"";0.0;"Pessoal";"C";12000;10.25;0;25.0;"";4
24;48000;"Hipoteca";8.0;"Educativo";"A";3100;8.94;0;6.5;"N";3
24;80000;"Alugado";0.0;"Educativo";"C";10000;0.0;0;20.8;"Y";4
28;50000;"Alugado";2.0;"Educativo";"B";3000;10.37;0;6.2;"N";9
24;6000000;"";6.0;"Médico";"B";12000;10.37;0;25.0;"N";3
22;33000;"Alugado";1.0;"Médico";"C";1400;14.27;0;2.9;"Y";3
25;30000;"Própria";4.0;"Educativo";"D";10000;14.61;0;20.8;"N";3
35;78000;"Alugado";1.0;"Pessoal";"C";4350;15.27;1;9.1;"N";6
27;96000;"Alugado";1.0;"Empreendimento";"D";25000;16.89;1;52.1;"Y";10
25;90000;"Hipoteca";6.0;"Pessoal";"A";6000;7.74;0;12.5;"N";4
25;78000;"Hipoteca";0.0;"Melhora do lar";"B";25000;9.64;0;52.1;"N";4
23;30000;"Alugado";3.0;"Empreendimento";"C";6400;0.0;0;13.3;"Y";3
22;55000;"Alugado";6.0;"Pessoal";"C";3000;12.68;0;6.2;"Y";4
28;202040;"Hipoteca";12.0;"Pessoal";"D";12000;14.46;0;25.0;"Y";8
24;70000;"Própria";0.0;"Educativo";"A";6000;5.42;0;12.5;"N";2
25;54000;"Alugado";5.0;"Melhora do lar";"D";9600;15.62;1;20.0;"N";2
31;45000;"Hipoteca";8.0;"Empreendimento";"B";7500;10.62;0;15.6;"N";5
37;86000;"Alugado";0.0;"Pessoal";"A";6000;7.14;0;12.5;"N";17
24;62467;"Alugado";0.0;"Pessoal";"A";10625;8.49;0;22.1;"N";2
31;120000;"Alugado";7.0;"Melhora do lar";"E";21600;19.03;0;45.0;"Y";5
22;47004;"Alugado";2.0;"Empreendimento";"A";5550;7.49;0;11.6;"N";4
25;60000;"Alugado";5.0;"Melhora do lar";"B";14000;0.0;0;29.2;"N";2
27;62000;"Hipoteca";1.0;"Melhora do lar";"B";3275;9.33;0;6.8;"N";8
22;88000;"Alugado";6.0;"Pagamento de débito";"D";25000;15.58;1;52.1;"Y";2
34;75000;"Hipoteca";6.0;"Pagamento de débito";"A";6000;7.51;0;12.5;"N";7
25;54000;"Hipoteca";4.0;"Médico";"B";8400;11.11;0;17.5;"N";4
22;54000;"Alugado";6.0;"Empreendimento";"A";12000;8.49;0;25.0;"N";4
28;100000;"Hipoteca";2.0;"Educativo";"A";4000;7.49;0;8.3;"N";8
27;55000;"Alugado";11.0;"Pagamento de débito";"C";5000;13.8;0;10.4;"N";6
24;95000;"Própria";4.0;"Melhora do lar";"C";10000;15.23;0;20.8;"Y";3
23;31200;"Alugado";0.0;"Médico";"E";15250;17.93;1;31.8;"N";2
22;70000;"Hipoteca";4.0;"Empreendimento";"B";13750;10.75;0;28.6;"N";3
25;116000;"Hipoteca";0.0;"Educativo";"D";35000;17.58;0;72.9;"Y";4
23;60000;"Hipoteca";5.0;"Pagamento de débito";"A";7200;0.0;0;15.0;"N";4
24;20400;"Hipoteca";5.0;"Pagamento de débito";"B";5500;10.99;0;11.5;"N";4
41;47000;"Hipoteca";19.0;"Pagamento de débito";"A";7200;7.51;0;15.0;"N";16
23;65000;"Hipoteca";1.0;"Pessoal";"B";10800;10.0;0;22.5;"N";4
50;56100;"Alugado";3.0;"Médico";"D";6000;16.49;1;12.5;"Y";14
25;85100;"Hipoteca";9.0;"Pessoal";"A";4500;6.39;0;9.4;"N";3
27;49000;"Alugado";3.0;"Educativo";"B";3000;11.71;1;6.2;"N";8
29;84000;"Hipoteca";9.0;"Melhora do lar";"A";5900;7.66;0;12.3;"N";9
23;58216;"Alugado";5.0;"Médico";"A";10000;7.49;0;20.8;"N";4
23;130992;"Hipoteca";6.0;"Educativo";"A";6000;7.51;0;12.5;"N";3
58;85000;"Hipoteca";0.0;"Pessoal";"B";8000;11.49;0;16.7;"N";28
38;24000;"Alugado";3.0;"Médico";"C";3000;0.0;0;6.2;"Y";16
24;52000;"Hipoteca";7.0;"Empreendimento";"B";0;12.53;0;0.0;"N";2
34;42000;"Hipoteca";18.0;"Melhora do lar";"A";2000;5.79;0;4.2;"N";8
35;75000;"Hipoteca";5.0;"Pessoal";"B";5000;8.7;0;10.4;"N";9
22;55500;"Alugado";6.0;"Médico";"B";3000;10.59;0;6.2;"N";3
24;71496;"Hipoteca";5.0;"Pessoal";"D";15000;15.95;0;31.2;"Y";3
44;99000;"Hipoteca";3.0;"Educativo";"B";8000;9.25;0;16.7;"N";14
37;31200;"Hipoteca";5.0;"Educativo";"B";3000;9.99;0;6.2;"N";16
30;72000;"Hipoteca";12.0;"Médico";"B";10000;10.0;0;20.8;"N";7
24;49200;"Própria";8.0;"Educativo";"C";4000;13.06;0;8.3;"N";4
22;30000;"Alugado";6.0;"Empreendimento";"A";14000;6.99;1;29.2;"N";4
28;110000;"Hipoteca";12.0;"Empreendimento";"B";15000;10.0;0;31.2;"N";10
25;24000;"Alugado";4.0;"Melhora do lar";"B";10000;9.91;1;20.8;"N";4
31;76000;"Hipoteca";5.0;"Pessoal";"C";5000;12.41;1;10.4;"Y";9
27;50000;"Hipoteca";3.0;"Empreendimento";"B";15000;9.88;0;31.2;"N";8
24;26400;"Própria";4.0;"Empreendimento";"A";9600;7.49;0;20.0;"N";2
21;10000;"Própria";2.0;"Melhora do lar";"A";4500;8.63;1;9.4;"N";2
21;24000;"Alugado";3.0;"Pagamento de débito";"C";3200;13.57;0;6.7;"N";4
24;55782;"Alugado";3.0;"Melhora do lar";"A";17000;7.51;0;35.4;"N";2
32;25000;"Própria";15.0;"Médico";"B";9175;10.99;0;19.1;"N";10
22;16200;"Própria";6.0;"Pessoal";"B";2000;12.42;0;4.2;"N";3
21;33996;"Alugado";3.0;"Pessoal";"B";5000;9.25;1;10.4;"N";3
30;55000;"Hipoteca";4.0;"";"A";16000;11.14;0;33.3;"N";7
27;60000;"Hipoteca";9.0;"Pessoal";"A";5000;7.88;0;10.4;"N";5
29;97000;"Alugado";4.0;"Empreendimento";"B";25000;10.37;0;52.1;"N";10
27;78000;"Hipoteca";2.0;"Melhora do lar";"D";35000;17.27;1;72.9;"Y";5
22;70000;"Alugado";6.0;"Pessoal";"B";13600;12.21;0;28.3;"N";4
33;22356;"Alugado";2.0;"Médico";"A";6000;7.9;0;12.5;"N";8
25;60000;"Alugado";0.0;"Pagamento de débito";"B";7000;9.25;0;14.6;"N";4
22;140000;"Hipoteca";6.0;"Empreendimento";"A";20000;6.91;0;41.7;"N";3
22;23800;"Alugado";2.0;"Pessoal";"A";8800;9.32;1;18.3;"N";2
40;57000;"Alugado";1.0;"Educativo";"B";3000;10.0;0;6.2;"N";14
22;70000;"Hipoteca";2.0;"Pagamento de débito";"A";6000;5.42;0;12.5;"N";2
42;64000;"Hipoteca";0.0;"Pagamento de débito";"A";2300;6.99;0;4.8;"N";12
23;22790;"Alugado";7.0;"Empreendimento";"A";2400;8.94;0;5.0;"N";4
34;72000;"Hipoteca";10.0;"Melhora do lar";"A";4000;7.14;0;8.3;"N";9
48;44000;"Alugado";6.0;"Médico";"B";5850;9.99;0;12.2;"N";13
26;53307;"Alugado";5.0;"Empreendimento";"B";15000;10.39;0;31.2;"N";4
26;45000;"Hipoteca";6.0;"Empreendimento";"A";5000;6.99;0;10.4;"N";2
37;42000;"Hipoteca";0.0;"Médico";"C";5600;0.0;0;11.7;"N";5
25;50000;"Hipoteca";6.0;"Melhora do lar";"C";11200;14.27;0;23.3;"Y";4
34;75000;"Alugado";2.0;"Pessoal";"B";10000;10.0;0;20.8;"N";8
33;66000;"Alugado";2.0;"Empreendimento";"D";6400;14.96;1;13.3;"N";6
23;40000;"Hipoteca";3.0;"Educativo";"B";12000;9.88;0;25.0;"N";2
21;18000;"Alugado";0.0;"Pagamento de débito";"A";3000;7.9;1;6.2;"N";2
26;43680;"Alugado";5.0;"Médico";"B";5000;10.65;0;10.4;"N";4
29;100000;"Alugado";7.0;"Melhora do lar";"B";4000;0.0;0;8.3;"N";7
21;39000;"Alugado";4.0;"Educativo";"B";6000;10.38;0;12.5;"N";3
24;75000;"Alugado";2.0;"Melhora do lar";"B";7000;10.74;0;14.6;"N";3
25;150000;"Alugado";2.0;"Melhora do lar";"A";8750;7.74;0;18.2;"N";4
34;40000;"Alugado";2.0;"Pessoal";"B";13200;12.42;1;27.5;"N";8
25;38400;"Própria";9.0;"Educativo";"A";1000;6.62;0;2.1;"N";2
24;9500000;"Hipoteca";6.0;"";"A";3800;6.03;0;7.9;"N";14
22;60000;"Hipoteca";7.0;"Empreendimento";"B";6000;10.38;0;12.5;"N";2
26;30000;"Alugado";1.0;"Educativo";"D";4200;16.49;1;8.8;"N";3
22;74000;"Hipoteca";4.0;"Pessoal";"D";15000;15.05;1;31.2;"N";3
22;37000;"Hipoteca";6.0;"Educativo";"B";7500;10.95;0;15.6;"N";2
21;16800;"Hipoteca";0.0;"Empreendimento";"B";6000;10.39;1;12.5;"N";4
33;53000;"Alugado";1.0;"Médico";"C";12000;12.84;0;25.0;"Y";5
38;83000;"Hipoteca";1.0;"Pagamento de débito";"D";24000;14.91;1;50.0;"Y";12
27;45000;"Alugado";1.0;"Educativo";"";6000;13.57;0;12.5;"Y";8
42;360000;"Hipoteca";11.0;"Educativo";"B";25000;9.99;0;52.1;"N";14
25;150000;"Hipoteca";9.0;"Médico";"C";20000;14.65;0;41.7;"Y";4
24;40000;"Alugado";3.0;"Pagamento de débito";"A";4000;5.42;0;8.3;"N";2
31;105000;"Alugado";9.0;"Melhora do lar";"B";15000;10.59;0;31.2;"N";8
24;55000;"Alugado";2.0;"Pagamento de débito";"A";4500;7.9;0;9.4;"N";2
23;60000;"Hipoteca";7.0;"Pessoal";"B";9500;12.53;0;19.8;"N";2
23;30000;"Alugado";4.0;"Pessoal";"C";3600;14.17;0;7.5;"N";3
22;33600;"Alugado";3.0;"Educativo";"B";10000;10.25;0;20.8;"N";3
25;65707;"Hipoteca";1.0;"Educativo";"D";2000;14.59;0;4.2;"N";3
0;2443182;"Hipoteca";9.0;"Médico";"B";5375;10.99;0;11.2;"N";3
26;69846;"Alugado";2.0;"Educativo";"F";22500;18.99;1;46.9;"N";4
27;75000;"Hipoteca";4.0;"Pessoal";"B";20150;11.36;0;42.0;"N";6
23;45600;"Alugado";4.0;"Pessoal";"C";5000;14.22;0;10.4;"Y";4
21;38000;"Própria";5.0;"Educativo";"B";14000;11.12;0;29.2;"N";3
24;145000;"Hipoteca";0.0;"Melhora do lar";"B";7000;10.99;0;14.6;"N";3
24;120000;"Hipoteca";5.0;"Pessoal";"A";16000;6.99;0;33.3;"N";4
23;44000;"Hipoteca";8.0;"Pessoal";"B";15000;12.18;1;31.2;"N";3
26;100000;"Hipoteca";5.0;"Educativo";"B";24000;10.99;0;50.0;"N";4
33;44136;"Hipoteca";2.0;"Educativo";"A";5000;0.0;0;10.4;"N";8
27;38500;"Alugado";1.0;"Empreendimento";"B";3000;11.48;0;6.2;"N";10
24;77964;"Alugado";4.0;"Pagamento de débito";"D";9600;14.42;1;20.0;"N";2
30;42000;"Alugado";0.0;"Médico";"B";1850;11.99;0;3.9;"N";6
23;65000;"Alugado";8.0;"Pessoal";"A";6200;0.0;0;12.9;"N";2
38;55000;"Hipoteca";16.0;"Pagamento de débito";"A";11700;7.66;0;24.4;"N";13
25;30000;"Alugado";8.0;"Pessoal";"D";1600;16.29;0;3.3;"N";3
31;67000;"Alugado";2.0;"Empreendimento";"A";3000;7.51;0;6.2;"N";10
24;102000;"Hipoteca";7.0;"Médico";"B";7200;0.0;0;15.0;"N";3
21;5454545;"";2.0;"Médico";"B";12000;14.74;0;25.0;"Y";10
34;38400;"Alugado";3.0;"Médico";"A";10000;7.49;0;20.8;"N";6
25;37818;"Alugado";5.0;"Pagamento de débito";"C";15000;13.48;1;31.2;"N";3
28;114000;"Hipoteca";4.0;"Pagamento de débito";"A";12000;0.0;0;25.0;"N";5
25;75000;"Alugado";4.0;"Melhora do lar";"D";30000;16.89;1;62.5;"Y";4
25;76500;"Alugado";4.0;"Pagamento de débito";"C";5000;12.53;0;10.4;"N";3
23;45000;"Hipoteca";2.0;"Pessoal";"A";3000;7.05;0;6.2;"N";3
27;50000;"Própria";5.0;"Pessoal";"A";5275;0.0;0;11.0;"N";5
23;85000;"Alugado";1.0;"Médico";"A";12000;9.63;0;25.0;"N";2
24;68750;"Alugado";6.0;"Pagamento de débito";"A";10000;6.17;0;20.8;"N";4
24;57000;"Alugado";1.0;"Médico";"A";3000;7.88;0;6.2;"N";3
23;30000;"Alugado";2.0;"Educativo";"A";6400;6.99;0;13.3;"N";4
33;69996;"Hipoteca";11.0;"Médico";"B";3200;9.99;0;6.7;"N";8
26;60000;"Alugado";0.0;"Empreendimento";"B";7200;11.14;0;15.0;"N";2
30;100000;"Hipoteca";9.0;"Médico";"A";12000;8.9;0;25.0;"N";10
30;98000;"Hipoteca";6.0;"Melhora do lar";"B";35000;10.59;1;72.9;"N";8
25;54000;"Hipoteca";2.0;"Pessoal";"B";4000;11.11;0;8.3;"N";3
27;56004;"Hipoteca";5.0;"Melhora do lar";"A";5000;7.74;0;10.4;"N";7
28;15000;"Própria";2.0;"Pessoal";"B";4375;12.42;1;9.1;"N";9
31;120000;"Hipoteca";6.0;"Médico";"A";28000;8.9;0;58.3;"N";9
26;90000;"Própria";2.0;"Empreendimento";"A";9500;8.07;0;19.8;"N";2
26;52000;"Alugado";6.0;"Médico";"E";4800;17.99;1;10.0;"N";4
25;65000;"Hipoteca";6.0;"Pessoal";"C";7500;13.47;0;15.6;"N";4
27;69000;"Hipoteca";3.0;"Educativo";"B";4000;11.49;1;8.3;"N";8
21;28000;"Alugado";2.0;"Educativo";"C";4000;15.23;0;8.3;"N";2
34;45000;"Hipoteca";1.0;"Pagamento de débito";"B";12000;11.86;0;25.0;"N";5
30;34000;"Alugado";0.0;"Pagamento de débito";"C";12000;12.87;1;25.0;"N";6
26;117000;"Hipoteca";4.0;"Médico";"A";14400;0.0;0;30.0;"N";3
27;79050;"Alugado";11.0;"Médico";"D";4000;14.46;1;8.3;"N";9
22;26880;"Alugado";2.0;"Pagamento de débito";"B";1600;11.12;0;3.3;"N";2
27;44000;"Hipoteca";0.0;"Educativo";"C";6000;13.23;1;12.5;"Y";8
26;201450;"Hipoteca";2.0;"Médico";"E";8000;16.95;1;16.7;"N";4
22;54000;"Alugado";4.0;"Empreendimento";"B";5600;9.63;0;11.7;"N";2
23;81120;"Hipoteca";3.0;"Pessoal";"B";15000;10.25;0;31.2;"N";4
25;37200;"Alugado";6.0;"Empreendimento";"A";7000;7.14;0;14.6;"N";4
30;47581;"Alugado";2.0;"Médico";"C";6000;13.16;0;12.5;"Y";9
32;15600;"Alugado";4.0;"Melhora do lar";"A";5000;5.42;1;10.4;"N";5
25;80004;"Alugado";9.0;"Melhora do lar";"C";20000;14.26;0;41.7;"Y";4
25;168000;"Hipoteca";2.0;"Pagamento de débito";"B";35000;10.65;0;72.9;"N";4
25;50000;"Alugado";5.0;"Melhora do lar";"A";3000;6.03;0;6.2;"N";3
27;44640;"Alugado";0.0;"Médico";"B";12800;11.83;0;26.7;"N";9
27;60000;"Alugado";0.0;"Empreendimento";"B";20000;12.21;1;41.7;"N";5
24;50000;"Alugado";4.0;"Melhora do lar";"B";5600;0.0;0;11.7;"N";4
23;65000;"Hipoteca";0.0;"Educativo";"A";8200;6.62;0;17.1;"N";4
36;69000;"Alugado";0.0;"Melhora do lar";"D";25000;14.59;1;52.1;"N";12
25;14400;"Própria";7.0;"Educativo";"A";5375;5.79;1;11.2;"N";2
43;43000;"Hipoteca";5.0;"Pessoal";"B";15000;8.88;0;31.2;"N";15
25;100000;"Alugado";9.0;"Melhora do lar";"C";20000;13.06;0;41.7;"N";2
22;71004;"Alugado";6.0;"Educativo";"B";1800;11.12;0;3.8;"N";4
25;55000;"Alugado";7.0;"Médico";"C";8500;14.22;0;17.7;"N";2
24;64000;"Hipoteca";8.0;"Pessoal";"A";14500;5.42;1;30.2;"N";2
39;70000;"Hipoteca";11.0;"Médico";"A";19500;7.9;0;40.6;"N";14
24;128000;"Hipoteca";7.0;"Pagamento de débito";"D";18000;17.27;1;37.5;"Y";2
27;65000;"Hipoteca";11.0;"Pessoal";"A";18000;7.51;0;37.5;"N";5
35;90000;"Alugado";3.0;"Pessoal";"B";11000;11.99;0;22.9;"N";10
37;74568;"Alugado";0.0;"Empreendimento";"C";6000;14.26;0;12.5;"N";17
23;27864;"Alugado";0.0;"Médico";"A";4600;6.03;0;9.6;"N";3
29;105000;"Alugado";6.0;"Melhora do lar";"A";30000;5.99;0;62.5;"N";8
31;90000;"Hipoteca";8.0;"Melhora do lar";"B";18000;11.11;0;37.5;"N";10
23;25000;"Alugado";0.0;"Empreendimento";"B";4000;11.71;0;8.3;"N";4
32;42500;"Alugado";3.0;"Pessoal";"C";4375;12.23;0;9.1;"Y";5
29;42000;"Alugado";0.0;"Melhora do lar";"D";5000;14.96;1;10.4;"N";9
24;38400;"Alugado";2.0;"Pagamento de débito";"A";5500;6.92;0;11.5;"N";3
30;60000;"Alugado";0.0;"Pessoal";"B";12000;11.71;0;25.0;"N";9
33;56312;"Alugado";2.0;"Melhora do lar";"B";3000;11.71;0;6.2;"N";9
41;113000;"Alugado";1.0;"Pessoal";"D";12000;16.0;1;25.0;"N";15
24;135000;"Hipoteca";4.0;"Médico";"A";25000;7.49;0;52.1;"N";2
24;170000;"Hipoteca";8.0;"Educativo";"B";5000;11.71;0;10.4;"N";3
25;19200;"Alugado";1.0;"Empreendimento";"E";7000;16.82;1;14.6;"Y";3
30;65000;"Alugado";11.0;"Empreendimento";"D";12800;15.2;0;26.7;"N";8
43;112000;"Hipoteca";14.0;"Pessoal";"D";25000;14.96;0;52.1;"Y";15
39;47004;"Alugado";12.0;"Médico";"B";3000;11.49;0;6.2;"N";13
22;53500;"Alugado";2.0;"Educativo";"B";10000;9.99;0;20.8;"N";3
33;102000;"Alugado";2.0;"Médico";"D";3600;0.0;1;7.5;"Y";6
25;30000;"Hipoteca";2.0;"Pessoal";"A";11500;8.59;0;24.0;"N";4
25;75000;"Própria";6.0;"Médico";"A";11000;8.49;0;22.9;"N";3
28;28320;"Alugado";4.0;"Empreendimento";"D";8700;14.61;1;18.1;"N";8
30;40000;"Alugado";1.0;"Pagamento de débito";"A";5500;7.74;0;11.5;"N";10
29;35000;"Alugado";4.0;"Médico";"A";11000;8.59;1;22.9;"N";10
29;55000;"Hipoteca";4.0;"Pessoal";"A";3600;6.92;0;7.5;"N";10
43;48000;"Hipoteca";2.0;"Empreendimento";"A";10400;5.99;0;21.7;"N";17
24;46000;"Alugado";0.0;"Pessoal";"A";4800;8.9;0;10.0;"N";2
25;53000;"Hipoteca";2.0;"Empreendimento";"B";10750;11.14;0;22.4;"N";2
23;45000;"Alugado";0.0;"Médico";"B";15000;0.0;1;31.2;"N";3
25;65000;"Alugado";2.0;"Pagamento de débito";"B";4200;0.0;0;8.8;"N";2
30;75000;"Hipoteca";0.0;"Melhora do lar";"C";15000;12.98;0;31.2;"N";8
22;140000;"Alugado";4.0;"Empreendimento";"C";15000;14.17;0;31.2;"Y";3
24;14400;"Alugado";0.0;"Médico";"D";3825;0.0;1;8.0;"N";2
26;45000;"Alugado";1.0;"Empreendimento";"A";7000;7.51;0;14.6;"N";3
22;54000;"Alugado";0.0;"Empreendimento";"E";10000;15.95;1;20.8;"N";4
23;0;"Alugado";0.0;"Educativo";"A";0;16.4;0;0.0;"Y";4
28;20000;"Alugado";3.0;"Empreendimento";"C";3000;0.0;0;6.2;"Y";6
21;19968;"Alugado";4.0;"Educativo";"C";5000;0.0;1;10.4;"N";2
25;96000;"Alugado";5.0;"Médico";"B";15000;11.58;0;31.2;"N";4
29;54380;"Alugado";4.0;"Empreendimento";"B";6300;10.75;0;13.1;"N";10
35;74000;"Hipoteca";13.0;"Pagamento de débito";"A";5000;7.9;0;10.4;"N";5
25;90000;"Alugado";9.0;"Pagamento de débito";"B";10000;12.42;0;20.8;"N";2
21;27996;"Hipoteca";5.0;"Educativo";"";10000;15.28;0;20.8;"";2
36;37200;"Alugado";5.0;"Educativo";"C";11000;12.73;0;22.9;"N";12
26;92652;"Alugado";4.0;"Empreendimento";"C";10000;13.23;0;20.8;"Y";2
26;113000;"Hipoteca";2.0;"Médico";"B";3200;0.0;0;6.7;"N";3
22;36396;"Alugado";4.0;"Educativo";"A";10000;5.42;0;20.8;"N";3
22;40000;"Alugado";0.0;"Pagamento de débito";"A";2100;6.39;0;4.4;"N";2
29;28140;"Alugado";0.0;"Médico";"A";5000;7.29;0;10.4;"N";9
25;55344;"Alugado";2.0;"Melhora do lar";"B";18000;10.99;1;37.5;"N";4
34;42000;"Alugado";17.0;"Empreendimento";"B";5000;0.0;0;10.4;"N";5
21;31200;"Hipoteca";2.0;"Educativo";"D";1000;14.59;0;2.1;"N";2
36;40000;"Alugado";2.0;"Educativo";"C";11250;14.27;0;23.4;"N";12
27;51000;"Alugado";9.0;"Pessoal";"B";1600;10.59;0;3.3;"N";8
48;19200;"Própria";1.0;"Médico";"C";7000;0.0;1;14.6;"N";16
23;115000;"Hipoteca";7.0;"Educativo";"C";10000;14.27;0;20.8;"N";2
22;56000;"Hipoteca";5.0;"Médico";"B";12000;10.99;0;25.0;"N";2
27;54000;"Hipoteca";1.0;"Melhora do lar";"B";27575;0.0;0;57.4;"N";10
26;71000;"Alugado";10.0;"Melhora do lar";"C";8000;13.49;0;16.7;"Y";4
24;32000;"Alugado";2.0;"Educativo";"C";3850;12.68;0;8.0;"Y";4
27;43200;"Alugado";4.0;"Educativo";"A";10000;7.49;0;20.8;"N";10
29;188000;"Alugado";0.0;"Melhora do lar";"B";25000;12.18;1;52.1;"N";5
29;80000;"Hipoteca";13.0;"Educativo";"A";10000;7.9;0;20.8;"N";9
32;145000;"Alugado";2.0;"Pessoal";"B";8800;10.59;0;18.3;"N";7
22;35000;"Hipoteca";2.0;"Educativo";"A";6000;7.49;0;12.5;"N";4
28;11340;"Própria";0.0;"Pagamento de débito";"A";2325;6.39;1;4.8;"N";7
31;80004;"Hipoteca";0.0;"";"B";1400;16.77;1;2.9;"Y";6
23;56100;"Hipoteca";3.0;"Médico";"B";5650;10.99;1;11.8;"N";3
22;55000;"Alugado";6.0;"Pagamento de débito";"A";6000;6.99;0;12.5;"N";3
29;48880;"Alugado";3.0;"Pessoal";"B";14000;10.65;0;29.2;"N";9
32;43000;"Alugado";2.0;"Educativo";"C";6000;13.22;0;12.5;"N";6
23;18000;"Hipoteca";1.0;"Médico";"D";2500;15.95;1;5.2;"N";2
21;75000;"Hipoteca";6.0;"Pagamento de débito";"A";10000;0.0;0;20.8;"N";3
27;73200;"Hipoteca";5.0;"Pessoal";"B";18000;10.99;0;37.5;"N";8
33;74400;"Alugado";15.0;"Pagamento de débito";"C";3600;15.27;0;7.5;"N";9
34;64000;"Hipoteca";2.0;"Educativo";"A";9000;6.92;0;18.8;"N";6
26;21600;"Alugado";9.0;"Empreendimento";"B";7200;10.38;1;15.0;"N";3
22;96000;"Hipoteca";0.0;"Educativo";"A";3000;7.9;0;6.2;"N";3
21;52000;"Hipoteca";5.0;"Educativo";"C";7000;13.47;0;14.6;"N";3
22;35000;"Hipoteca";7.0;"Empreendimento";"A";4000;7.29;0;8.3;"N";2
25;100000;"Hipoteca";2.0;"Pessoal";"A";10000;7.51;0;20.8;"N";4
23;52800;"Alugado";6.0;"Médico";"B";3000;10.99;0;6.2;"N";4
26;65000;"Alugado";5.0;"Melhora do lar";"A";15000;7.66;0;31.2;"N";4
24;120000;"Alugado";1.0;"Empreendimento";"B";24000;12.69;0;50.0;"N";4
21;36000;"Alugado";1.0;"Médico";"D";4500;17.27;1;9.4;"N";4
37;24000;"Alugado";3.0;"Melhora do lar";"E";3000;19.03;1;6.2;"N";11
35;35000;"Hipoteca";0.0;"Educativo";"B";4000;9.63;0;8.3;"N";8
29;28800;"Alugado";1.0;"Empreendimento";"A";1400;7.9;0;2.9;"N";5
25;100000;"Hipoteca";9.0;"Médico";"C";15000;12.73;0;31.2;"Y";4
26;96000;"Alugado";2.0;"Melhora do lar";"A";1750;6.54;0;3.6;"N";2
25;45000;"Hipoteca";0.0;"Empreendimento";"B";17000;11.89;0;35.4;"N";2
29;12480;"Alugado";0.0;"Educativo";"A";1000;8.9;0;2.1;"N";9
26;129996;"Alugado";6.0;"Pessoal";"B";25000;10.75;0;52.1;"N";3
23;25000;"Própria";0.0;"Médico";"C";4000;15.27;0;8.3;"Y";4
23;22000;"Alugado";1.0;"Empreendimento";"C";2000;13.99;0;4.2;"N";2
26;50400;"Alugado";10.0;"Melhora do lar";"B";15000;10.75;0;31.2;"N";2
33;34000;"Alugado";3.0;"Empreendimento";"C";9000;14.17;1;18.8;"Y";10
27;122000;"Hipoteca";1.0;"Pagamento de débito";"A";8000;7.88;0;16.7;"N";6
